booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-100646,City Hotel,0,180,2024,October,44,28,2024-10-28,1,2,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,42.0,,0,Transient,100.08,0,2
HB-027459,Resort Hotel,0,272,2024,August,34,25,2024-08-25,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,201.0,,0,Transient-Party,131.6,0,0
HB-088951,City Hotel,0,10,2024,May,19,12,2024-05-12,0,3,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,E,0,No Deposit,14.0,,0,Transient,159.2,0,1
HB-066038,City Hotel,1,17,2025,April,15,13,2025-04-13,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.33,0,0
HB-060037,City Hotel,1,305,2024,November,45,4,2024-11-04,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0
HB-011516,Resort Hotel,1,9,2025,May,20,13,2025-05-13,2,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,119.08,0,1
HB-062538,City Hotel,1,38,2025,January,3,14,2025-01-14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0
HB-058471,City Hotel,1,97,2024,October,41,12,2024-10-12,1,4,2,0.0,0,BB,USA,Direct,Direct,0,0,0,F,F,3,No Deposit,14.0,,0,Transient,176.8,0,0
HB-114098,City Hotel,0,423,2025,June,24,14,2025-06-14,0,3,2,0.0,0,BB,HUN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1
HB-068969,City Hotel,1,208,2025,May,21,24,2025-05-24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,12.0,0,0
HB-105794,City Hotel,0,5,2025,February,7,14,2025-02-14,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,2
HB-112295,City Hotel,0,114,2025,May,21,19,2025-05-19,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,9.0,,0,Transient,180.0,0,3
HB-072652,City Hotel,1,92,2025,August,31,2,2025-08-02,0,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2
HB-099002,City Hotel,0,40,2024,October,40,3,2024-10-03,1,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,95.48,0,1
HB-113764,City Hotel,0,175,2025,June,24,9,2025-06-09,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,130.0,0,0
HB-013660,Resort Hotel,1,31,2025,August,35,25,2025-08-25,2,2,2,0.0,0,BB,GIB,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,250.0,0,2
HB-060840,City Hotel,1,54,2024,November,47,24,2024-11-24,0,1,2,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,A,0,No Deposit,,334.0,0,Transient,0.0,0,1
HB-060907,City Hotel,1,308,2024,November,48,25,2024-11-25,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0
HB-106820,City Hotel,0,28,2025,March,9,1,2025-03-01,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.0,0,0
HB-079104,City Hotel,0,5,2023,October,42,21,2023-10-21,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,0.0,0,0
HB-044029,City Hotel,0,35,2023,September,39,29,2023-09-29,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,92.33,0,1
HB-102887,City Hotel,0,6,2024,December,49,4,2024-12-04,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,68.0,0,0
HB-052115,City Hotel,1,11,2024,May,22,31,2024-05-31,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,119.0,0,1
HB-070291,City Hotel,1,423,2025,June,24,14,2025-06-14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0
HB-041089,City Hotel,1,0,2023,August,32,12,2023-08-12,0,1,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,62.8,0,0
HB-109480,City Hotel,0,73,2025,April,15,9,2025-04-09,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0
HB-012496,Resort Hotel,1,248,2025,July,27,1,2025-07-01,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,112.2,0,0
HB-115190,City Hotel,0,237,2025,July,27,1,2025-07-01,1,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1
HB-093334,City Hotel,0,187,2024,July,29,15,2024-07-15,2,4,2,2.0,0,BB,SWE,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,149.85,0,1
HB-053763,City Hotel,1,82,2024,June,26,29,2024-06-29,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0
HB-036126,Resort Hotel,0,7,2025,May,19,6,2025-05-06,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,98.0,0,1
HB-019988,Resort Hotel,0,0,2024,January,2,11,2024-01-11,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,0,0
HB-081105,City Hotel,1,82,2024,February,5,2,2024-02-02,0,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,21,Transient,96.0,0,0
HB-022410,Resort Hotel,0,0,2024,February,8,25,2024-02-25,8,20,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,6,No Deposit,,,0,Transient,40.0,0,1
HB-032217,Resort Hotel,0,40,2025,January,3,16,2025-01-16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,F,3,No Deposit,,,0,Transient-Party,27.5,0,0
HB-073329,City Hotel,1,38,2025,August,34,18,2025-08-18,2,6,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,157.25,0,3
HB-097955,City Hotel,0,1,2024,September,38,22,2024-09-22,0,1,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient,175.0,0,1
HB-112307,City Hotel,0,1,2025,May,21,22,2025-05-22,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,144.0,0,0
HB-074651,City Hotel,1,374,2023,October,43,26,2023-10-26,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
HB-045865,City Hotel,0,98,2023,November,47,23,2023-11-23,1,3,1,0.0,0,BB,TUR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37.0,,0,Transient-Party,70.0,0,0
HB-031501,Resort Hotel,0,31,2024,December,52,26,2024-12-26,1,3,2,0.0,1,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,52.8,0,1
HB-042877,City Hotel,0,10,2023,September,37,11,2023-09-11,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,120.67,0,1
HB-010704,Resort Hotel,1,103,2025,March,13,27,2025-03-27,1,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495.0,,0,Transient,65.0,0,0
HB-072956,City Hotel,1,94,2025,August,32,10,2025-08-10,1,3,2,0.0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,125.0,0,0
HB-017320,Resort Hotel,0,78,2023,September,39,25,2023-09-25,3,7,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,134.0,,0,Transient,82.0,0,0
HB-079140,City Hotel,0,12,2023,October,42,20,2023-10-20,0,2,1,0.0,0,BB,FIN,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,105.0,0,Transient-Party,130.0,0,0
HB-044404,City Hotel,0,40,2023,October,40,5,2023-10-05,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,40,Transient-Party,70.0,0,0
HB-061018,City Hotel,1,42,2024,November,48,29,2024-11-29,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,348.0,0,Transient,90.0,0,0
HB-057658,City Hotel,1,287,2024,September,39,29,2024-09-29,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,0
HB-069136,City Hotel,1,26,2025,May,22,26,2025-05-26,0,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,230.0,0,0
HB-026878,Resort Hotel,0,9,2024,August,33,12,2024-08-12,0,1,2,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,202.28,0,0
HB-048443,City Hotel,1,40,2024,March,12,23,2024-03-23,0,4,3,0.0,0,BB,VEN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,145.35,0,1
HB-086286,City Hotel,0,78,2024,March,13,25,2024-03-25,2,4,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,48.33,0,0
HB-074793,City Hotel,1,364,2023,October,42,16,2023-10-16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,109.0,0,0
HB-105928,City Hotel,0,2,2025,February,7,16,2025-02-16,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1
HB-084356,City Hotel,0,12,2024,February,8,23,2024-02-23,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.0,0,0
HB-041621,City Hotel,0,0,2023,August,33,19,2023-08-19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,124.0,0,0
HB-030008,Resort Hotel,0,2,2024,November,46,11,2024-11-11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,85.0,0,0
HB-086309,City Hotel,0,72,2024,March,13,28,2024-03-28,1,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient-Party,85.85,0,1
HB-001024,Resort Hotel,1,95,2023,August,32,10,2023-08-10,2,5,4,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,190.0,0,0
HB-047526,City Hotel,1,0,2024,February,9,26,2024-02-26,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0
HB-081709,City Hotel,1,109,2024,February,8,21,2024-02-21,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0
HB-059257,City Hotel,1,99,2024,October,43,24,2024-10-24,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.48,0,0
HB-085717,City Hotel,0,14,2024,March,11,17,2024-03-17,0,3,2,1.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,127.0,0,2
HB-021522,Resort Hotel,0,28,2024,March,9,1,2024-03-01,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1
HB-099448,City Hotel,0,180,2024,October,41,10,2024-10-10,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234.0,,0,Transient-Party,120.0,0,0
HB-062769,City Hotel,1,52,2025,January,4,21,2025-01-21,2,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.15,0,0
HB-097230,City Hotel,0,11,2024,September,37,11,2024-09-11,2,1,2,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,95.0,0,0
HB-096619,City Hotel,0,230,2024,September,36,2,2024-09-02,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0,1
HB-089509,City Hotel,0,30,2024,May,21,21,2024-05-21,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,1
HB-073531,City Hotel,1,94,2025,August,35,25,2025-08-25,1,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,122.45,0,0
HB-076211,City Hotel,1,151,2023,July,30,25,2023-07-25,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0,0
HB-038221,Resort Hotel,0,18,2025,July,28,9,2025-07-09,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0,2
HB-071527,City Hotel,1,178,2025,July,28,7,2025-07-07,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.1,0,0
HB-030393,Resort Hotel,0,115,2024,November,46,17,2024-11-17,1,3,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,34.0,0,0
HB-066972,City Hotel,1,1,2025,April,17,27,2025-04-27,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,166.5,0,2
HB-000346,Resort Hotel,0,34,2023,July,28,12,2023-07-12,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,149.4,1,0
HB-011813,Resort Hotel,1,411,2025,May,22,31,2025-05-31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,71.1,0,0
HB-072892,City Hotel,1,102,2025,August,32,9,2025-08-09,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,183.0,0,1
HB-058835,City Hotel,1,283,2024,October,42,16,2024-10-16,2,0,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0
HB-046266,City Hotel,0,124,2023,December,52,28,2023-12-28,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,72.25,0,2
HB-060485,City Hotel,1,54,2024,November,46,12,2024-11-12,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,72.0,0,0
HB-007638,Resort Hotel,1,73,2024,August,33,17,2024-08-17,4,9,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,227.92,0,0
HB-055820,City Hotel,1,147,2024,August,34,22,2024-08-22,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,0,0
HB-043653,City Hotel,0,69,2023,September,38,22,2023-09-22,0,2,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,65,Transient-Party,106.0,0,0
HB-064994,City Hotel,1,56,2025,March,12,21,2025-03-21,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,85.0,0,0
HB-086463,City Hotel,0,57,2024,March,13,30,2024-03-30,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.85,0,1
HB-070341,City Hotel,1,320,2025,June,24,15,2025-06-15,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,90.0,0,0
HB-077595,City Hotel,0,7,2024,July,28,11,2024-07-11,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,16,A,D,1,No Deposit,,40.0,0,Transient,67.0,0,1
HB-110596,City Hotel,0,53,2025,April,18,28,2025-04-28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1
HB-002616,Resort Hotel,0,72,2023,October,43,23,2023-10-23,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,5.0,,0,Transient,52.51,0,0
HB-114211,City Hotel,0,5,2025,June,25,17,2025-06-17,0,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,215.5,0,0
HB-087595,City Hotel,0,9,2024,April,16,21,2024-04-21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient,104.0,1,0
HB-049845,City Hotel,0,265,2024,April,16,20,2024-04-20,0,4,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,176,Transient-Party,99.0,0,0
HB-048909,City Hotel,1,50,2024,April,14,2,2024-04-02,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.1,0,0
HB-042712,City Hotel,0,12,2023,September,36,9,2023-09-09,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,155.0,0,1
HB-023171,Resort Hotel,0,249,2024,October,42,14,2024-10-14,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,3,A,E,0,No Deposit,273.0,,0,Transient-Party,60.36,0,0
HB-060193,City Hotel,1,277,2024,November,45,7,2024-11-07,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0
HB-047761,City Hotel,1,46,2024,March,9,3,2024-03-03,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.9,0,0
HB-106817,City Hotel,0,0,2025,March,9,1,2025-03-01,0,2,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,107.88,0,0
HB-032055,Resort Hotel,0,1,2025,January,3,14,2025-01-14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,48.0,0,1
HB-052494,City Hotel,1,213,2024,June,23,7,2024-06-07,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,62,Transient,130.0,0,0
HB-031853,Resort Hotel,0,2,2025,January,1,4,2025-01-04,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,44.0,0,0
HB-109446,City Hotel,0,3,2025,April,15,10,2025-04-10,1,1,1,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,1
HB-006846,Resort Hotel,1,180,2024,July,27,6,2024-07-06,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,108.0,0,1
HB-110560,City Hotel,0,80,2025,April,17,27,2025-04-27,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,1
HB-085919,City Hotel,0,69,2024,March,12,20,2024-03-20,2,2,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,59.5,0,0
HB-014598,Resort Hotel,0,39,2024,August,35,30,2024-08-30,0,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,2,E,E,1,No Deposit,,,0,Transient,191.0,1,3
HB-051388,City Hotel,1,28,2024,May,20,19,2024-05-19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,95.0,0,0
HB-096259,City Hotel,0,163,2024,August,34,21,2024-08-21,4,6,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient-Party,72.25,0,1
HB-018261,Resort Hotel,0,163,2023,November,45,7,2023-11-07,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,36.0,0,1
HB-003671,Resort Hotel,0,165,2023,December,52,30,2023-12-30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0
HB-003489,Resort Hotel,1,93,2023,December,51,19,2023-12-19,0,1,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,80.0,0,0
HB-083821,City Hotel,0,14,2024,February,6,7,2024-02-07,2,5,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,1
HB-041608,City Hotel,0,0,2023,August,33,19,2023-08-19,0,2,2,1.0,0,SC,LVA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Contract,97.0,0,3
HB-052995,City Hotel,1,188,2024,June,24,15,2024-06-15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0
HB-038452,Resort Hotel,0,0,2025,July,29,17,2025-07-17,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,154.0,0,0
HB-037474,Resort Hotel,0,208,2025,June,24,14,2025-06-14,1,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,90.0,0,0
HB-087641,City Hotel,0,23,2024,April,16,18,2024-04-18,1,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,110.84,0,2
HB-041692,City Hotel,0,9,2023,August,34,21,2023-08-21,2,4,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,153.0,0,1
HB-022429,Resort Hotel,0,26,2024,March,12,20,2024-03-20,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,52.23,0,2
HB-000020,Resort Hotel,0,7,2023,July,26,1,2023-07-01,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,153.0,0,1
HB-012413,Resort Hotel,1,118,2025,June,26,28,2025-06-28,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,160.0,0,1
HB-083971,City Hotel,0,72,2024,February,7,13,2024-02-13,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,60.0,0,0
HB-090727,City Hotel,0,118,2024,June,23,6,2024-06-06,1,3,1,0.0,0,BB,DEU,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,,0,Transient-Party,110.0,0,0
HB-072424,City Hotel,1,129,2025,July,31,28,2025-07-28,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.5,0,0
HB-117958,City Hotel,0,127,2025,August,32,9,2025-08-09,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,204.0,1,2
HB-042678,City Hotel,0,85,2023,September,36,9,2023-09-09,0,2,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,68.0,0,Transient-Party,90.0,0,0
HB-083663,City Hotel,0,39,2024,February,6,8,2024-02-08,1,1,3,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,83.0,,0,Transient,98.94,0,2
HB-043967,City Hotel,1,88,2023,September,39,26,2023-09-26,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
HB-082107,City Hotel,0,0,2024,January,3,19,2024-01-19,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,40.0,0,Transient,66.0,0,0
HB-067344,City Hotel,1,139,2025,May,18,2,2025-05-02,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,135.13,0,1
HB-094568,City Hotel,0,144,2024,August,31,4,2024-08-04,0,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.7,1,0
HB-008314,Resort Hotel,1,397,2024,September,38,21,2024-09-21,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient-Party,64.0,0,0
HB-039524,Resort Hotel,0,163,2025,August,32,10,2025-08-10,2,8,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,40.0,,0,Contract,119.85,0,0
HB-061755,City Hotel,1,282,2024,December,52,25,2024-12-25,3,5,3,0.0,0,BB,KEN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,109.23,0,1
HB-037078,Resort Hotel,0,158,2025,May,22,29,2025-05-29,3,6,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,131.67,0,1
HB-048312,City Hotel,0,77,2024,March,12,20,2024-03-20,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,90.95,0,0
